repetition,held_subject_fold,held_video_fold,outer_cell,scenario_type,scenario_id,train_subject_folds,train_video_folds,validation_subject_folds,validation_video_folds,nominal_train_subjects,nominal_train_videos,observed_train_subjects,observed_train_videos,raw_train_rows,task,class_value,class_name,eligibility_level,minimum_trials,minimum_exact_videos,scored_class_trials,class_subjects_with_any_trial,class_unique_videos,class_videos_with_ge3_subjects,eligible_subject_count,eligible_subject_ids,consensus_M_ge_3,eligible_fraction_of_nominal_subjects,uniform_random_trio_acceptance_probability,expected_uniform_resampling_attempts_for_valid_trio,eligible_trial_count_min,eligible_trial_count_median,eligible_trial_count_max,eligible_video_count_min,eligible_video_count_median,eligible_video_count_max,eligible_subject_video_union_count,eligible_subject_video_common_count,eligible_subject_video_pairwise_jaccard_mean
2,2,2,R02_S2_V2,inner_joint,R02_S2_V2_inner_joint_train_S3_V1,3,1,1,3,8,6,7,6,18,arousal,1,high,strong_2trials_2videos,2,2,10,4,5,1,3,P002;P009;P013,True,0.375,0.017857142857142856,56.0,2,3.0,4,2,3.0,4,5,1,0.4222222222222222
2,2,2,R02_S2_V2,inner_joint,R02_S2_V2_inner_joint_train_S3_V3,3,3,1,1,8,5,4,2,4,valence,0,low,weak_1trial,1,1,1,1,1,0,1,P027,False,0.125,0.0,,1,1.0,1,1,1.0,1,1,1,
2,2,2,R02_S2_V2,inner_joint,R02_S2_V2_inner_joint_train_S3_V3,3,3,1,1,8,5,4,2,4,valence,0,low,minimal_2trials,2,1,1,1,1,0,0,,False,0.0,0.0,,0,0.0,0,0,0.0,0,0,0,
2,2,2,R02_S2_V2,inner_joint,R02_S2_V2_inner_joint_train_S3_V3,3,3,1,1,8,5,4,2,4,valence,0,low,strong_2trials_2videos,2,2,1,1,1,0,0,,False,0.0,0.0,,0,0.0,0,0,0.0,0,0,0,
2,2,2,R02_S2_V2,inner_joint,R02_S2_V2_inner_joint_train_S3_V3,3,3,1,1,8,5,4,2,4,valence,1,high,weak_1trial,1,1,3,3,2,0,3,P002;P006;P009,True,0.375,0.017857142857142856,56.0,1,1.0,1,1,1.0,1,2,0,0.3333333333333333
2,2,2,R02_S2_V2,inner_joint,R02_S2_V2_inner_joint_train_S3_V3,3,3,1,1,8,5,4,2,4,valence,1,high,minimal_2trials,2,1,3,3,2,0,0,,False,0.0,0.0,,0,0.0,0,0,0.0,0,0,0,
2,2,2,R02_S2_V2,inner_joint,R02_S2_V2_inner_joint_train_S3_V3,3,3,1,1,8,5,4,2,4,valence,1,high,strong_2trials_2videos,2,2,3,3,2,0,0,,False,0.0,0.0,,0,0.0,0,0,0.0,0,0,0,
2,2,2,R02_S2_V2,inner_joint,R02_S2_V2_inner_joint_train_S3_V3,3,3,1,1,8,5,4,2,4,arousal,0,low,weak_1trial,1,1,1,1,1,0,1,P006,False,0.125,0.0,,1,1.0,1,1,1.0,1,1,1,
2,2,2,R02_S2_V2,inner_joint,R02_S2_V2_inner_joint_train_S3_V3,3,3,1,1,8,5,4,2,4,arousal,0,low,minimal_2trials,2,1,1,1,1,0,0,,False,0.0,0.0,,0,0.0,0,0,0.0,0,0,0,
2,2,2,R02_S2_V2,inner_joint,R02_S2_V2_inner_joint_train_S3_V3,3,3,1,1,8,5,4,2,4,arousal,0,low,strong_2trials_2videos,2,2,1,1,1,0,0,,False,0.0,0.0,,0,0.0,0,0,0.0,0,0,0,
2,2,2,R02_S2_V2,inner_joint,R02_S2_V2_inner_joint_train_S3_V3,3,3,1,1,8,5,4,2,4,arousal,1,high,weak_1trial,1,1,2,2,1,0,2,P002;P027,False,0.25,0.0,,1,1.0,1,1,1.0,1,1,1,1.0
2,2,2,R02_S2_V2,inner_joint,R02_S2_V2_inner_joint_train_S3_V3,3,3,1,1,8,5,4,2,4,arousal,1,high,minimal_2trials,2,1,2,2,1,0,0,,False,0.0,0.0,,0,0.0,0,0,0.0,0,0,0,
2,2,2,R02_S2_V2,inner_joint,R02_S2_V2_inner_joint_train_S3_V3,3,3,1,1,8,5,4,2,4,arousal,1,high,strong_2trials_2videos,2,2,2,2,1,0,0,,False,0.0,0.0,,0,0.0,0,0,0.0,0,0,0,
2,2,3,R02_S2_V3,outer_source,R02_S2_V3_outer_source,1;3,1;2,,,16,11,16,11,50,valence,0,low,weak_1trial,1,1,28,14,9,5,14,P001;P002;P003;P006;P008;P009;P016;P017;P018;P021;P022;P023;P027;P028,True,0.875,0.65,1.5384615384615383,1,2.0,3,1,2.0,3,9,0,0.14633699633699634
2,2,3,R02_S2_V3,outer_source,R02_S2_V3_outer_source,1;3,1;2,,,16,11,16,11,50,valence,0,low,minimal_2trials,2,1,28,14,9,5,10,P001;P006;P008;P009;P016;P017;P018;P022;P023;P028,True,0.625,0.21428571428571427,4.666666666666667,2,2.0,3,2,2.0,3,9,0,0.16999999999999998
2,2,3,R02_S2_V3,outer_source,R02_S2_V3_outer_source,1;3,1;2,,,16,11,16,11,50,valence,0,low,strong_2trials_2videos,2,2,28,14,9,5,10,P001;P006;P008;P009;P016;P017;P018;P022;P023;P028,True,0.625,0.21428571428571427,4.666666666666667,2,2.0,3,2,2.0,3,9,0,0.16999999999999998
2,2,3,R02_S2_V3,outer_source,R02_S2_V3_outer_source,1;3,1;2,,,16,11,16,11,50,valence,1,high,weak_1trial,1,1,11,9,4,1,9,P001;P002;P005;P008;P009;P013;P016;P017;P023,True,0.5625,0.15,6.666666666666667,1,1.0,3,1,1.0,3,4,0,0.25
2,2,3,R02_S2_V3,outer_source,R02_S2_V3_outer_source,1;3,1;2,,,16,11,16,11,50,valence,1,high,minimal_2trials,2,1,11,9,4,1,1,P002,False,0.0625,0.0,,3,3.0,3,3,3.0,3,3,3,
2,2,3,R02_S2_V3,outer_source,R02_S2_V3_outer_source,1;3,1;2,,,16,11,16,11,50,valence,1,high,strong_2trials_2videos,2,2,11,9,4,1,1,P002,False,0.0625,0.0,,3,3.0,3,3,3.0,3,3,3,
2,2,3,R02_S2_V3,outer_source,R02_S2_V3_outer_source,1;3,1;2,,,16,11,16,11,50,arousal,0,low,weak_1trial,1,1,20,11,10,2,11,P001;P003;P005;P006;P009;P016;P017;P018;P021;P023;P028,True,0.6875,0.29464285714285715,3.393939393939394,1,1.0,4,1,1.0,4,10,0,0.08242424242424243
2,2,3,R02_S2_V3,outer_source,R02_S2_V3_outer_source,1;3,1;2,,,16,11,16,11,50,arousal,0,low,minimal_2trials,2,1,20,11,10,2,5,P001;P017;P018;P021;P023,True,0.3125,0.017857142857142856,56.0,2,3.0,4,2,3.0,4,9,0,0.13666666666666666
2,2,3,R02_S2_V3,outer_source,R02_S2_V3_outer_source,1;3,1;2,,,16,11,16,11,50,arousal,0,low,strong_2trials_2videos,2,2,20,11,10,2,5,P001;P017;P018;P021;P023,True,0.3125,0.017857142857142856,56.0,2,3.0,4,2,3.0,4,9,0,0.13666666666666666
2,2,3,R02_S2_V3,outer_source,R02_S2_V3_outer_source,1;3,1;2,,,16,11,16,11,50,arousal,1,high,weak_1trial,1,1,22,10,9,5,10,P002;P003;P005;P008;P009;P013;P016;P022;P027;P028,True,0.625,0.21428571428571427,4.666666666666667,1,2.0,4,1,2.0,4,9,0,0.11037037037037035
2,2,3,R02_S2_V3,outer_source,R02_S2_V3_outer_source,1;3,1;2,,,16,11,16,11,50,arousal,1,high,minimal_2trials,2,1,22,10,9,5,7,P002;P008;P009;P013;P016;P022;P027,True,0.4375,0.0625,16.0,2,2.0,4,2,2.0,4,9,0,0.1373015873015873
2,2,3,R02_S2_V3,outer_source,R02_S2_V3_outer_source,1;3,1;2,,,16,11,16,11,50,arousal,1,high,strong_2trials_2videos,2,2,22,10,9,5,7,P002;P008;P009;P013;P016;P022;P027,True,0.4375,0.0625,16.0,2,2.0,4,2,2.0,4,9,0,0.1373015873015873
2,2,3,R02_S2_V3,inner_subject_only,R02_S2_V3_inner_subject_train_S1,1,1;2,3,,8,11,8,11,24,valence,0,low,weak_1trial,1,1,13,7,8,1,7,P001;P003;P008;P016;P017;P021;P028,True,0.875,0.625,1.6,1,2.0,3,1,2.0,3,8,0,0.09920634920634919
2,2,3,R02_S2_V3,inner_subject_only,R02_S2_V3_inner_subject_train_S1,1,1;2,3,,8,11,8,11,24,valence,0,low,minimal_2trials,2,1,13,7,8,1,5,P001;P008;P016;P017;P028,True,0.625,0.17857142857142858,5.6,2,2.0,3,2,2.0,3,8,0,0.10833333333333332
2,2,3,R02_S2_V3,inner_subject_only,R02_S2_V3_inner_subject_train_S1,1,1;2,3,,8,11,8,11,24,valence,0,low,strong_2trials_2videos,2,2,13,7,8,1,5,P001;P008;P016;P017;P028,True,0.625,0.17857142857142858,5.6,2,2.0,3,2,2.0,3,8,0,0.10833333333333332
2,2,3,R02_S2_V3,inner_subject_only,R02_S2_V3_inner_subject_train_S1,1,1;2,3,,8,11,8,11,24,valence,1,high,weak_1trial,1,1,5,5,3,0,5,P001;P005;P008;P016;P017,True,0.625,0.17857142857142858,5.6,1,1.0,1,1,1.0,1,3,0,0.2
2,2,3,R02_S2_V3,inner_subject_only,R02_S2_V3_inner_subject_train_S1,1,1;2,3,,8,11,8,11,24,valence,1,high,minimal_2trials,2,1,5,5,3,0,0,,False,0.0,0.0,,0,0.0,0,0,0.0,0,0,0,
2,2,3,R02_S2_V3,inner_subject_only,R02_S2_V3_inner_subject_train_S1,1,1;2,3,,8,11,8,11,24,valence,1,high,strong_2trials_2videos,2,2,5,5,3,0,0,,False,0.0,0.0,,0,0.0,0,0,0.0,0,0,0,
2,2,3,R02_S2_V3,inner_subject_only,R02_S2_V3_inner_subject_train_S1,1,1;2,3,,8,11,8,11,24,arousal,0,low,weak_1trial,1,1,13,7,9,1,7,P001;P003;P005;P016;P017;P021;P028,True,0.875,0.625,1.6,1,1.0,4,1,1.0,4,9,0,0.06904761904761905
2,2,3,R02_S2_V3,inner_subject_only,R02_S2_V3_inner_subject_train_S1,1,1;2,3,,8,11,8,11,24,arousal,0,low,minimal_2trials,2,1,13,7,9,1,3,P001;P017;P021,True,0.375,0.017857142857142856,56.0,2,3.0,4,2,3.0,4,6,0,0.20555555555555557
2,2,3,R02_S2_V3,inner_subject_only,R02_S2_V3_inner_subject_train_S1,1,1;2,3,,8,11,8,11,24,arousal,0,low,strong_2trials_2videos,2,2,13,7,9,1,3,P001;P017;P021,True,0.375,0.017857142857142856,56.0,2,3.0,4,2,3.0,4,6,0,0.20555555555555557
2,2,3,R02_S2_V3,inner_subject_only,R02_S2_V3_inner_subject_train_S1,1,1;2,3,,8,11,8,11,24,arousal,1,high,weak_1trial,1,1,8,5,7,0,5,P003;P005;P008;P016;P028,True,0.625,0.17857142857142858,5.6,1,1.0,3,1,1.0,3,7,0,0.03333333333333333
2,2,3,R02_S2_V3,inner_subject_only,R02_S2_V3_inner_subject_train_S1,1,1;2,3,,8,11,8,11,24,arousal,1,high,minimal_2trials,2,1,8,5,7,0,2,P008;P016,False,0.25,0.0,,2,2.5,3,2,2.5,3,5,0,0.0
2,2,3,R02_S2_V3,inner_subject_only,R02_S2_V3_inner_subject_train_S1,1,1;2,3,,8,11,8,11,24,arousal,1,high,strong_2trials_2videos,2,2,8,5,7,0,2,P008;P016,False,0.25,0.0,,2,2.5,3,2,2.5,3,5,0,0.0
2,2,3,R02_S2_V3,inner_subject_only,R02_S2_V3_inner_subject_train_S3,3,1;2,1,,8,11,8,9,26,valence,0,low,weak_1trial,1,1,15,7,7,3,7,P002;P006;P009;P018;P022;P023;P027,True,0.875,0.625,1.6,1,2.0,3,1,2.0,3,7,0,0.20396825396825397
2,2,3,R02_S2_V3,inner_subject_only,R02_S2_V3_inner_subject_train_S3,3,1;2,1,,8,11,8,9,26,valence,0,low,minimal_2trials,2,1,15,7,7,3,5,P006;P009;P018;P022;P023,True,0.625,0.17857142857142858,5.6,2,3.0,3,2,3.0,3,7,0,0.22833333333333333
2,2,3,R02_S2_V3,inner_subject_only,R02_S2_V3_inner_subject_train_S3,3,1;2,1,,8,11,8,9,26,valence,0,low,strong_2trials_2videos,2,2,15,7,7,3,5,P006;P009;P018;P022;P023,True,0.625,0.17857142857142858,5.6,2,3.0,3,2,3.0,3,7,0,0.22833333333333333
2,2,3,R02_S2_V3,inner_subject_only,R02_S2_V3_inner_subject_train_S3,3,1;2,1,,8,11,8,9,26,valence,1,high,weak_1trial,1,1,6,4,3,1,4,P002;P009;P013;P023,True,0.5,0.07142857142857142,14.0,1,1.0,3,1,1.0,3,3,0,0.3333333333333333
2,2,3,R02_S2_V3,inner_subject_only,R02_S2_V3_inner_subject_train_S3,3,1;2,1,,8,11,8,9,26,valence,1,high,minimal_2trials,2,1,6,4,3,1,1,P002,False,0.125,0.0,,3,3.0,3,3,3.0,3,3,3,
2,2,3,R02_S2_V3,inner_subject_only,R02_S2_V3_inner_subject_train_S3,3,1;2,1,,8,11,8,9,26,valence,1,high,strong_2trials_2videos,2,2,6,4,3,1,1,P002,False,0.125,0.0,,3,3.0,3,3,3.0,3,3,3,
2,2,3,R02_S2_V3,inner_subject_only,R02_S2_V3_inner_subject_train_S3,3,1;2,1,,8,11,8,9,26,arousal,0,low,weak_1trial,1,1,7,4,7,0,4,P006;P009;P018;P023,True,0.5,0.07142857142857142,14.0,1,1.5,3,1,1.5,3,7,0,0.0
2,2,3,R02_S2_V3,inner_subject_only,R02_S2_V3_inner_subject_train_S3,3,1;2,1,,8,11,8,9,26,arousal,0,low,minimal_2trials,2,1,7,4,7,0,2,P018;P023,False,0.25,0.0,,2,2.5,3,2,2.5,3,5,0,0.0
2,2,3,R02_S2_V3,inner_subject_only,R02_S2_V3_inner_subject_train_S3,3,1;2,1,,8,11,8,9,26,arousal,0,low,strong_2trials_2videos,2,2,7,4,7,0,2,P018;P023,False,0.25,0.0,,2,2.5,3,2,2.5,3,5,0,0.0
2,2,3,R02_S2_V3,inner_subject_only,R02_S2_V3_inner_subject_train_S3,3,1;2,1,,8,11,8,9,26,arousal,1,high,weak_1trial,1,1,14,5,8,1,5,P002;P009;P013;P022;P027,True,0.625,0.17857142857142858,5.6,2,2.0,4,2,2.0,4,8,0,0.15666666666666668
2,2,3,R02_S2_V3,inner_subject_only,R02_S2_V3_inner_subject_train_S3,3,1;2,1,,8,11,8,9,26,arousal,1,high,minimal_2trials,2,1,14,5,8,1,5,P002;P009;P013;P022;P027,True,0.625,0.17857142857142858,5.6,2,2.0,4,2,2.0,4,8,0,0.15666666666666668
2,2,3,R02_S2_V3,inner_subject_only,R02_S2_V3_inner_subject_train_S3,3,1;2,1,,8,11,8,9,26,arousal,1,high,strong_2trials_2videos,2,2,14,5,8,1,5,P002;P009;P013;P022;P027,True,0.625,0.17857142857142858,5.6,2,2.0,4,2,2.0,4,8,0,0.15666666666666668
2,2,3,R02_S2_V3,inner_video_only,R02_S2_V3_inner_video_train_V1,1;3,1,,2,16,6,13,6,29,valence,0,low,weak_1trial,1,1,14,10,4,3,10,P002;P003;P006;P008;P009;P016;P018;P022;P023;P028,True,0.625,0.21428571428571427,4.666666666666667,1,1.0,2,1,1.0,2,4,0,0.23333333333333334
2,2,3,R02_S2_V3,inner_video_only,R02_S2_V3_inner_video_train_V1,1;3,1,,2,16,6,13,6,29,valence,0,low,minimal_2trials,2,1,14,10,4,3,4,P008;P009;P022;P023,True,0.25,0.007142857142857143,140.0,2,2.0,2,2,2.0,2,3,1,0.6666666666666666
2,2,3,R02_S2_V3,inner_video_only,R02_S2_V3_inner_video_train_V1,1;3,1,,2,16,6,13,6,29,valence,0,low,strong_2trials_2videos,2,2,14,10,4,3,4,P008;P009;P022;P023,True,0.25,0.007142857142857143,140.0,2,2.0,2,2,2.0,2,3,1,0.6666666666666666
2,2,3,R02_S2_V3,inner_video_only,R02_S2_V3_inner_video_train_V1,1;3,1,,2,16,6,13,6,29,valence,1,high,weak_1trial,1,1,9,7,3,1,7,P002;P008;P009;P013;P016;P017;P023,True,0.4375,0.0625,16.0,1,1.0,3,1,1.0,3,3,0,0.38095238095238093
2,2,3,R02_S2_V3,inner_video_only,R02_S2_V3_inner_video_train_V1,1;3,1,,2,16,6,13,6,29,valence,1,high,minimal_2trials,2,1,9,7,3,1,1,P002,False,0.0625,0.0,,3,3.0,3,3,3.0,3,3,3,
2,2,3,R02_S2_V3,inner_video_only,R02_S2_V3_inner_video_train_V1,1;3,1,,2,16,6,13,6,29,valence,1,high,strong_2trials_2videos,2,2,9,7,3,1,1,P002,False,0.0625,0.0,,3,3.0,3,3,3.0,3,3,3,
2,2,3,R02_S2_V3,inner_video_only,R02_S2_V3_inner_video_train_V1,1;3,1,,2,16,6,13,6,29,arousal,0,low,weak_1trial,1,1,9,6,5,0,6,P003;P006;P016;P017;P018;P023,True,0.375,0.03571428571428571,28.0,1,1.0,3,1,1.0,3,5,0,0.13888888888888887
2,2,3,R02_S2_V3,inner_video_only,R02_S2_V3_inner_video_train_V1,1;3,1,,2,16,6,13,6,29,arousal,0,low,minimal_2trials,2,1,9,6,5,0,2,P017;P023,False,0.125,0.0,,2,2.5,3,2,2.5,3,4,1,0.25
2,2,3,R02_S2_V3,inner_video_only,R02_S2_V3_inner_video_train_V1,1;3,1,,2,16,6,13,6,29,arousal,0,low,strong_2trials_2videos,2,2,9,6,5,0,2,P017;P023,False,0.125,0.0,,2,2.5,3,2,2.5,3,4,1,0.25
2,2,3,R02_S2_V3,inner_video_only,R02_S2_V3_inner_video_train_V1,1;3,1,,2,16,6,13,6,29,arousal,1,high,weak_1trial,1,1,16,8,6,4,8,P002;P003;P008;P009;P013;P016;P022;P028,True,0.5,0.1,10.0,1,1.5,4,1,1.5,4,6,0,0.15357142857142855
2,2,3,R02_S2_V3,inner_video_only,R02_S2_V3_inner_video_train_V1,1;3,1,,2,16,6,13,6,29,arousal,1,high,minimal_2trials,2,1,16,8,6,4,4,P002;P008;P009;P013,True,0.25,0.007142857142857143,140.0,2,3.0,4,2,3.0,4,6,0,0.3138888888888889
2,2,3,R02_S2_V3,inner_video_only,R02_S2_V3_inner_video_train_V1,1;3,1,,2,16,6,13,6,29,arousal,1,high,strong_2trials_2videos,2,2,16,8,6,4,4,P002;P008;P009;P013,True,0.25,0.007142857142857143,140.0,2,3.0,4,2,3.0,4,6,0,0.3138888888888889
2,2,3,R02_S2_V3,inner_video_only,R02_S2_V3_inner_video_train_V2,1;3,2,,1,16,5,12,5,21,valence,0,low,weak_1trial,1,1,14,10,5,2,10,P001;P006;P009;P016;P017;P018;P021;P022;P027;P028,True,0.625,0.21428571428571427,4.666666666666667,1,1.0,3,1,1.0,3,5,0,0.274074074074074
2,2,3,R02_S2_V3,inner_video_only,R02_S2_V3_inner_video_train_V2,1;3,2,,1,16,5,12,5,21,valence,0,low,minimal_2trials,2,1,14,10,5,2,3,P001;P017;P018,True,0.1875,0.0017857142857142857,560.0,2,2.0,3,2,2.0,3,5,0,0.16666666666666666
2,2,3,R02_S2_V3,inner_video_only,R02_S2_V3_inner_video_train_V2,1;3,2,,1,16,5,12,5,21,valence,0,low,strong_2trials_2videos,2,2,14,10,5,2,3,P001;P017;P018,True,0.1875,0.0017857142857142857,560.0,2,2.0,3,2,2.0,3,5,0,0.16666666666666666
2,2,3,R02_S2_V3,inner_video_only,R02_S2_V3_inner_video_train_V2,1;3,2,,1,16,5,12,5,21,valence,1,high,weak_1trial,1,1,2,2,1,0,2,P001;P005,False,0.125,0.0,,1,1.0,1,1,1.0,1,1,1,1.0
2,2,3,R02_S2_V3,inner_video_only,R02_S2_V3_inner_video_train_V2,1;3,2,,1,16,5,12,5,21,valence,1,high,minimal_2trials,2,1,2,2,1,0,0,,False,0.0,0.0,,0,0.0,0,0,0.0,0,0,0,
2,2,3,R02_S2_V3,inner_video_only,R02_S2_V3_inner_video_train_V2,1;3,2,,1,16,5,12,5,21,valence,1,high,strong_2trials_2videos,2,2,2,2,1,0,0,,False,0.0,0.0,,0,0.0,0,0,0.0,0,0,0,
2,2,3,R02_S2_V3,inner_video_only,R02_S2_V3_inner_video_train_V2,1;3,2,,1,16,5,12,5,21,arousal,0,low,weak_1trial,1,1,11,7,5,2,7,P001;P005;P009;P017;P018;P021;P028,True,0.4375,0.0625,16.0,1,1.0,3,1,1.0,3,5,0,0.21428571428571427
2,2,3,R02_S2_V3,inner_video_only,R02_S2_V3_inner_video_train_V2,1;3,2,,1,16,5,12,5,21,arousal,0,low,minimal_2trials,2,1,11,7,5,2,3,P001;P017;P021,True,0.1875,0.0017857142857142857,560.0,2,2.0,3,2,2.0,3,4,0,0.27777777777777773
2,2,3,R02_S2_V3,inner_video_only,R02_S2_V3_inner_video_train_V2,1;3,2,,1,16,5,12,5,21,arousal,0,low,strong_2trials_2videos,2,2,11,7,5,2,3,P001;P017;P021,True,0.1875,0.0017857142857142857,560.0,2,2.0,3,2,2.0,3,4,0,0.27777777777777773
2,2,3,R02_S2_V3,inner_video_only,R02_S2_V3_inner_video_train_V2,1;3,2,,1,16,5,12,5,21,arousal,1,high,weak_1trial,1,1,6,5,3,1,5,P002;P005;P016;P022;P027,True,0.3125,0.017857142857142856,56.0,1,1.0,2,1,1.0,2,3,0,0.25
2,2,3,R02_S2_V3,inner_video_only,R02_S2_V3_inner_video_train_V2,1;3,2,,1,16,5,12,5,21,arousal,1,high,minimal_2trials,2,1,6,5,3,1,1,P027,False,0.0625,0.0,,2,2.0,2,2,2.0,2,2,2,
2,2,3,R02_S2_V3,inner_video_only,R02_S2_V3_inner_video_train_V2,1;3,2,,1,16,5,12,5,21,arousal,1,high,strong_2trials_2videos,2,2,6,5,3,1,1,P027,False,0.0625,0.0,,2,2.0,2,2,2.0,2,2,2,
2,2,3,R02_S2_V3,inner_joint,R02_S2_V3_inner_joint_train_S1_V1,1,1,3,2,8,6,6,6,11,valence,0,low,weak_1trial,1,1,5,4,4,0,4,P003;P008;P016;P028,True,0.5,0.07142857142857142,14.0,1,1.0,2,1,1.0,2,4,0,0.08333333333333333
2,2,3,R02_S2_V3,inner_joint,R02_S2_V3_inner_joint_train_S1_V1,1,1,3,2,8,6,6,6,11,valence,0,low,minimal_2trials,2,1,5,4,4,0,1,P008,False,0.125,0.0,,2,2.0,2,2,2.0,2,2,2,
2,2,3,R02_S2_V3,inner_joint,R02_S2_V3_inner_joint_train_S1_V1,1,1,3,2,8,6,6,6,11,valence,0,low,strong_2trials_2videos,2,2,5,4,4,0,1,P008,False,0.125,0.0,,2,2.0,2,2,2.0,2,2,2,
2,2,3,R02_S2_V3,inner_joint,R02_S2_V3_inner_joint_train_S1_V1,1,1,3,2,8,6,6,6,11,valence,1,high,weak_1trial,1,1,3,3,2,0,3,P008;P016;P017,True,0.375,0.017857142857142856,56.0,1,1.0,1,1,1.0,1,2,0,0.3333333333333333
2,2,3,R02_S2_V3,inner_joint,R02_S2_V3_inner_joint_train_S1_V1,1,1,3,2,8,6,6,6,11,valence,1,high,minimal_2trials,2,1,3,3,2,0,0,,False,0.0,0.0,,0,0.0,0,0,0.0,0,0,0,
2,2,3,R02_S2_V3,inner_joint,R02_S2_V3_inner_joint_train_S1_V1,1,1,3,2,8,6,6,6,11,valence,1,high,strong_2trials_2videos,2,2,3,3,2,0,0,,False,0.0,0.0,,0,0.0,0,0,0.0,0,0,0,
2,2,3,R02_S2_V3,inner_joint,R02_S2_V3_inner_joint_train_S1_V1,1,1,3,2,8,6,6,6,11,arousal,0,low,weak_1trial,1,1,4,3,4,0,3,P003;P016;P017,True,0.375,0.017857142857142856,56.0,1,1.0,2,1,1.0,2,4,0,0.0
2,2,3,R02_S2_V3,inner_joint,R02_S2_V3_inner_joint_train_S1_V1,1,1,3,2,8,6,6,6,11,arousal,0,low,minimal_2trials,2,1,4,3,4,0,1,P017,False,0.125,0.0,,2,2.0,2,2,2.0,2,2,2,
2,2,3,R02_S2_V3,inner_joint,R02_S2_V3_inner_joint_train_S1_V1,1,1,3,2,8,6,6,6,11,arousal,0,low,strong_2trials_2videos,2,2,4,3,4,0,1,P017,False,0.125,0.0,,2,2.0,2,2,2.0,2,2,2,
2,2,3,R02_S2_V3,inner_joint,R02_S2_V3_inner_joint_train_S1_V1,1,1,3,2,8,6,6,6,11,arousal,1,high,weak_1trial,1,1,6,4,5,0,4,P003;P008;P016;P028,True,0.5,0.07142857142857142,14.0,1,1.0,3,1,1.0,3,5,0,0.05555555555555555
2,2,3,R02_S2_V3,inner_joint,R02_S2_V3_inner_joint_train_S1_V1,1,1,3,2,8,6,6,6,11,arousal,1,high,minimal_2trials,2,1,6,4,5,0,1,P008,False,0.125,0.0,,3,3.0,3,3,3.0,3,3,3,
2,2,3,R02_S2_V3,inner_joint,R02_S2_V3_inner_joint_train_S1_V1,1,1,3,2,8,6,6,6,11,arousal,1,high,strong_2trials_2videos,2,2,6,4,5,0,1,P008,False,0.125,0.0,,3,3.0,3,3,3.0,3,3,3,
2,2,3,R02_S2_V3,inner_joint,R02_S2_V3_inner_joint_train_S1_V2,1,2,3,1,8,5,6,5,13,valence,0,low,weak_1trial,1,1,8,5,4,1,5,P001;P016;P017;P021;P028,True,0.625,0.17857142857142858,5.6,1,1.0,3,1,1.0,3,4,0,0.24166666666666664
2,2,3,R02_S2_V3,inner_joint,R02_S2_V3_inner_joint_train_S1_V2,1,2,3,1,8,5,6,5,13,valence,0,low,minimal_2trials,2,1,8,5,4,1,2,P001;P017,False,0.25,0.0,,2,2.5,3,2,2.5,3,4,1,0.25
2,2,3,R02_S2_V3,inner_joint,R02_S2_V3_inner_joint_train_S1_V2,1,2,3,1,8,5,6,5,13,valence,0,low,strong_2trials_2videos,2,2,8,5,4,1,2,P001;P017,False,0.25,0.0,,2,2.5,3,2,2.5,3,4,1,0.25
2,2,3,R02_S2_V3,inner_joint,R02_S2_V3_inner_joint_train_S1_V2,1,2,3,1,8,5,6,5,13,valence,1,high,weak_1trial,1,1,2,2,1,0,2,P001;P005,False,0.25,0.0,,1,1.0,1,1,1.0,1,1,1,1.0
2,2,3,R02_S2_V3,inner_joint,R02_S2_V3_inner_joint_train_S1_V2,1,2,3,1,8,5,6,5,13,valence,1,high,minimal_2trials,2,1,2,2,1,0,0,,False,0.0,0.0,,0,0.0,0,0,0.0,0,0,0,
2,2,3,R02_S2_V3,inner_joint,R02_S2_V3_inner_joint_train_S1_V2,1,2,3,1,8,5,6,5,13,valence,1,high,strong_2trials_2videos,2,2,2,2,1,0,0,,False,0.0,0.0,,0,0.0,0,0,0.0,0,0,0,
2,2,3,R02_S2_V3,inner_joint,R02_S2_V3_inner_joint_train_S1_V2,1,2,3,1,8,5,6,5,13,arousal,0,low,weak_1trial,1,1,9,5,5,1,5,P001;P005;P017;P021;P028,True,0.625,0.17857142857142858,5.6,1,2.0,3,1,2.0,3,5,0,0.16666666666666666
2,2,3,R02_S2_V3,inner_joint,R02_S2_V3_inner_joint_train_S1_V2,1,2,3,1,8,5,6,5,13,arousal,0,low,minimal_2trials,2,1,9,5,5,1,3,P001;P017;P021,True,0.375,0.017857142857142856,56.0,2,2.0,3,2,2.0,3,4,0,0.27777777777777773
2,2,3,R02_S2_V3,inner_joint,R02_S2_V3_inner_joint_train_S1_V2,1,2,3,1,8,5,6,5,13,arousal,0,low,strong_2trials_2videos,2,2,9,5,5,1,3,P001;P017;P021,True,0.375,0.017857142857142856,56.0,2,2.0,3,2,2.0,3,4,0,0.27777777777777773
2,2,3,R02_S2_V3,inner_joint,R02_S2_V3_inner_joint_train_S1_V2,1,2,3,1,8,5,6,5,13,arousal,1,high,weak_1trial,1,1,2,2,2,0,2,P005;P016,False,0.25,0.0,,1,1.0,1,1,1.0,1,2,0,0.0
2,2,3,R02_S2_V3,inner_joint,R02_S2_V3_inner_joint_train_S1_V2,1,2,3,1,8,5,6,5,13,arousal,1,high,minimal_2trials,2,1,2,2,2,0,0,,False,0.0,0.0,,0,0.0,0,0,0.0,0,0,0,
