repetition,held_subject_fold,held_video_fold,outer_cell,scenario_type,scenario_id,train_subject_folds,train_video_folds,validation_subject_folds,validation_video_folds,nominal_train_subjects,nominal_train_videos,observed_train_subjects,observed_train_videos,raw_train_rows,task,eligibility_level,low_eligible_subjects,high_eligible_subjects,both_classes_eligible_subjects,both_classes_eligible_subject_ids,either_class_eligible_subjects,low_high_subject_set_jaccard,same_subject_trio_for_both_classes_possible
2,2,1,R02_S2_V1,inner_video_only,R02_S2_V1_inner_video_train_V2,1;3,2,,3,16,5,12,5,21,valence,minimal_2trials,3,0,0,,3,0.0,False
2,2,1,R02_S2_V1,inner_video_only,R02_S2_V1_inner_video_train_V2,1;3,2,,3,16,5,12,5,21,valence,strong_2trials_2videos,3,0,0,,3,0.0,False
2,2,1,R02_S2_V1,inner_video_only,R02_S2_V1_inner_video_train_V2,1;3,2,,3,16,5,12,5,21,arousal,weak_1trial,7,5,1,P005,11,0.09090909090909091,False
2,2,1,R02_S2_V1,inner_video_only,R02_S2_V1_inner_video_train_V2,1;3,2,,3,16,5,12,5,21,arousal,minimal_2trials,3,1,0,,4,0.0,False
2,2,1,R02_S2_V1,inner_video_only,R02_S2_V1_inner_video_train_V2,1;3,2,,3,16,5,12,5,21,arousal,strong_2trials_2videos,3,1,0,,4,0.0,False
2,2,1,R02_S2_V1,inner_video_only,R02_S2_V1_inner_video_train_V3,1;3,3,,2,16,5,8,5,10,valence,weak_1trial,3,5,0,,8,0.0,False
2,2,1,R02_S2_V1,inner_video_only,R02_S2_V1_inner_video_train_V3,1;3,3,,2,16,5,8,5,10,valence,minimal_2trials,1,0,0,,1,0.0,False
2,2,1,R02_S2_V1,inner_video_only,R02_S2_V1_inner_video_train_V3,1;3,3,,2,16,5,8,5,10,valence,strong_2trials_2videos,1,0,0,,1,0.0,False
2,2,1,R02_S2_V1,inner_video_only,R02_S2_V1_inner_video_train_V3,1;3,3,,2,16,5,8,5,10,arousal,weak_1trial,4,2,0,,6,0.0,False
2,2,1,R02_S2_V1,inner_video_only,R02_S2_V1_inner_video_train_V3,1;3,3,,2,16,5,8,5,10,arousal,minimal_2trials,1,0,0,,1,0.0,False
2,2,1,R02_S2_V1,inner_video_only,R02_S2_V1_inner_video_train_V3,1;3,3,,2,16,5,8,5,10,arousal,strong_2trials_2videos,1,0,0,,1,0.0,False
2,2,1,R02_S2_V1,inner_joint,R02_S2_V1_inner_joint_train_S1_V2,1,2,3,3,8,5,6,5,13,valence,weak_1trial,5,2,1,P001,6,0.16666666666666666,False
2,2,1,R02_S2_V1,inner_joint,R02_S2_V1_inner_joint_train_S1_V2,1,2,3,3,8,5,6,5,13,valence,minimal_2trials,2,0,0,,2,0.0,False
2,2,1,R02_S2_V1,inner_joint,R02_S2_V1_inner_joint_train_S1_V2,1,2,3,3,8,5,6,5,13,valence,strong_2trials_2videos,2,0,0,,2,0.0,False
2,2,1,R02_S2_V1,inner_joint,R02_S2_V1_inner_joint_train_S1_V2,1,2,3,3,8,5,6,5,13,arousal,weak_1trial,5,2,1,P005,6,0.16666666666666666,False
2,2,1,R02_S2_V1,inner_joint,R02_S2_V1_inner_joint_train_S1_V2,1,2,3,3,8,5,6,5,13,arousal,minimal_2trials,3,0,0,,3,0.0,False
2,2,1,R02_S2_V1,inner_joint,R02_S2_V1_inner_joint_train_S1_V2,1,2,3,3,8,5,6,5,13,arousal,strong_2trials_2videos,3,0,0,,3,0.0,False
2,2,1,R02_S2_V1,inner_joint,R02_S2_V1_inner_joint_train_S1_V3,1,3,3,2,8,5,4,5,6,valence,weak_1trial,2,2,0,,4,0.0,False
2,2,1,R02_S2_V1,inner_joint,R02_S2_V1_inner_joint_train_S1_V3,1,3,3,2,8,5,4,5,6,valence,minimal_2trials,1,0,0,,1,0.0,False
2,2,1,R02_S2_V1,inner_joint,R02_S2_V1_inner_joint_train_S1_V3,1,3,3,2,8,5,4,5,6,valence,strong_2trials_2videos,1,0,0,,1,0.0,False
2,2,1,R02_S2_V1,inner_joint,R02_S2_V1_inner_joint_train_S1_V3,1,3,3,2,8,5,4,5,6,arousal,weak_1trial,3,0,0,,3,0.0,False
2,2,1,R02_S2_V1,inner_joint,R02_S2_V1_inner_joint_train_S1_V3,1,3,3,2,8,5,4,5,6,arousal,minimal_2trials,1,0,0,,1,0.0,False
2,2,1,R02_S2_V1,inner_joint,R02_S2_V1_inner_joint_train_S1_V3,1,3,3,2,8,5,4,5,6,arousal,strong_2trials_2videos,1,0,0,,1,0.0,False
2,2,1,R02_S2_V1,inner_joint,R02_S2_V1_inner_joint_train_S3_V2,3,2,1,3,8,5,6,3,8,valence,weak_1trial,5,0,0,,5,0.0,False
2,2,1,R02_S2_V1,inner_joint,R02_S2_V1_inner_joint_train_S3_V2,3,2,1,3,8,5,6,3,8,valence,minimal_2trials,1,0,0,,1,0.0,False
2,2,1,R02_S2_V1,inner_joint,R02_S2_V1_inner_joint_train_S3_V2,3,2,1,3,8,5,6,3,8,valence,strong_2trials_2videos,1,0,0,,1,0.0,False
2,2,1,R02_S2_V1,inner_joint,R02_S2_V1_inner_joint_train_S3_V2,3,2,1,3,8,5,6,3,8,arousal,weak_1trial,2,3,0,,5,0.0,False
2,2,1,R02_S2_V1,inner_joint,R02_S2_V1_inner_joint_train_S3_V2,3,2,1,3,8,5,6,3,8,arousal,minimal_2trials,0,1,0,,1,0.0,False
2,2,1,R02_S2_V1,inner_joint,R02_S2_V1_inner_joint_train_S3_V2,3,2,1,3,8,5,6,3,8,arousal,strong_2trials_2videos,0,1,0,,1,0.0,False
2,2,1,R02_S2_V1,inner_joint,R02_S2_V1_inner_joint_train_S3_V3,3,3,1,2,8,5,4,2,4,valence,weak_1trial,1,3,0,,4,0.0,False
2,2,1,R02_S2_V1,inner_joint,R02_S2_V1_inner_joint_train_S3_V3,3,3,1,2,8,5,4,2,4,valence,minimal_2trials,0,0,0,,0,,False
2,2,1,R02_S2_V1,inner_joint,R02_S2_V1_inner_joint_train_S3_V3,3,3,1,2,8,5,4,2,4,valence,strong_2trials_2videos,0,0,0,,0,,False
2,2,1,R02_S2_V1,inner_joint,R02_S2_V1_inner_joint_train_S3_V3,3,3,1,2,8,5,4,2,4,arousal,weak_1trial,1,2,0,,3,0.0,False
2,2,1,R02_S2_V1,inner_joint,R02_S2_V1_inner_joint_train_S3_V3,3,3,1,2,8,5,4,2,4,arousal,minimal_2trials,0,0,0,,0,,False
2,2,1,R02_S2_V1,inner_joint,R02_S2_V1_inner_joint_train_S3_V3,3,3,1,2,8,5,4,2,4,arousal,strong_2trials_2videos,0,0,0,,0,,False
2,2,2,R02_S2_V2,outer_source,R02_S2_V2_outer_source,1;3,1;3,,,16,11,16,11,39,valence,weak_1trial,13,10,8,P002;P003;P006;P008;P009;P016;P017;P023,15,0.5333333333333333,True
2,2,2,R02_S2_V2,outer_source,R02_S2_V2_outer_source,1;3,1;3,,,16,11,16,11,39,valence,minimal_2trials,5,2,1,P009,6,0.16666666666666666,False
2,2,2,R02_S2_V2,outer_source,R02_S2_V2_outer_source,1;3,1;3,,,16,11,16,11,39,valence,strong_2trials_2videos,5,2,1,P009,6,0.16666666666666666,False
2,2,2,R02_S2_V2,outer_source,R02_S2_V2_outer_source,1;3,1;3,,,16,11,16,11,39,arousal,weak_1trial,7,9,2,P003;P016,14,0.14285714285714285,False
2,2,2,R02_S2_V2,outer_source,R02_S2_V2_outer_source,1;3,1;3,,,16,11,16,11,39,arousal,minimal_2trials,4,4,0,,8,0.0,False
2,2,2,R02_S2_V2,outer_source,R02_S2_V2_outer_source,1;3,1;3,,,16,11,16,11,39,arousal,strong_2trials_2videos,4,4,0,,8,0.0,False
2,2,2,R02_S2_V2,inner_subject_only,R02_S2_V2_inner_subject_train_S1,1,1;3,3,,8,11,8,11,17,valence,weak_1trial,6,5,4,P003;P008;P016;P017,7,0.5714285714285714,True
2,2,2,R02_S2_V2,inner_subject_only,R02_S2_V2_inner_subject_train_S1,1,1;3,3,,8,11,8,11,17,valence,minimal_2trials,2,0,0,,2,0.0,False
2,2,2,R02_S2_V2,inner_subject_only,R02_S2_V2_inner_subject_train_S1,1,1;3,3,,8,11,8,11,17,valence,strong_2trials_2videos,2,0,0,,2,0.0,False
2,2,2,R02_S2_V2,inner_subject_only,R02_S2_V2_inner_subject_train_S1,1,1;3,3,,8,11,8,11,17,arousal,weak_1trial,4,4,2,P003;P016,6,0.3333333333333333,False
2,2,2,R02_S2_V2,inner_subject_only,R02_S2_V2_inner_subject_train_S1,1,1;3,3,,8,11,8,11,17,arousal,minimal_2trials,2,1,0,,3,0.0,False
2,2,2,R02_S2_V2,inner_subject_only,R02_S2_V2_inner_subject_train_S1,1,1;3,3,,8,11,8,11,17,arousal,strong_2trials_2videos,2,1,0,,3,0.0,False
2,2,2,R02_S2_V2,inner_subject_only,R02_S2_V2_inner_subject_train_S3,3,1;3,1,,8,11,8,8,22,valence,weak_1trial,7,5,4,P002;P006;P009;P023,8,0.5,True
2,2,2,R02_S2_V2,inner_subject_only,R02_S2_V2_inner_subject_train_S3,3,1;3,1,,8,11,8,8,22,valence,minimal_2trials,3,2,1,P009,4,0.25,False
2,2,2,R02_S2_V2,inner_subject_only,R02_S2_V2_inner_subject_train_S3,3,1;3,1,,8,11,8,8,22,valence,strong_2trials_2videos,3,2,1,P009,4,0.25,False
2,2,2,R02_S2_V2,inner_subject_only,R02_S2_V2_inner_subject_train_S3,3,1;3,1,,8,11,8,8,22,arousal,weak_1trial,3,5,0,,8,0.0,False
2,2,2,R02_S2_V2,inner_subject_only,R02_S2_V2_inner_subject_train_S3,3,1;3,1,,8,11,8,8,22,arousal,minimal_2trials,2,3,0,,5,0.0,False
2,2,2,R02_S2_V2,inner_subject_only,R02_S2_V2_inner_subject_train_S3,3,1;3,1,,8,11,8,8,22,arousal,strong_2trials_2videos,2,3,0,,5,0.0,False
2,2,2,R02_S2_V2,inner_video_only,R02_S2_V2_inner_video_train_V1,1;3,1,,3,16,6,13,6,29,valence,weak_1trial,10,7,5,P002;P008;P009;P016;P023,12,0.4166666666666667,True
2,2,2,R02_S2_V2,inner_video_only,R02_S2_V2_inner_video_train_V1,1;3,1,,3,16,6,13,6,29,valence,minimal_2trials,4,1,0,,5,0.0,False
2,2,2,R02_S2_V2,inner_video_only,R02_S2_V2_inner_video_train_V1,1;3,1,,3,16,6,13,6,29,valence,strong_2trials_2videos,4,1,0,,5,0.0,False
2,2,2,R02_S2_V2,inner_video_only,R02_S2_V2_inner_video_train_V1,1;3,1,,3,16,6,13,6,29,arousal,weak_1trial,6,8,2,P003;P016,12,0.16666666666666666,False
2,2,2,R02_S2_V2,inner_video_only,R02_S2_V2_inner_video_train_V1,1;3,1,,3,16,6,13,6,29,arousal,minimal_2trials,2,4,0,,6,0.0,False
2,2,2,R02_S2_V2,inner_video_only,R02_S2_V2_inner_video_train_V1,1;3,1,,3,16,6,13,6,29,arousal,strong_2trials_2videos,2,4,0,,6,0.0,False
2,2,2,R02_S2_V2,inner_video_only,R02_S2_V2_inner_video_train_V3,1;3,3,,1,16,5,8,5,10,valence,weak_1trial,3,5,0,,8,0.0,False
2,2,2,R02_S2_V2,inner_video_only,R02_S2_V2_inner_video_train_V3,1;3,3,,1,16,5,8,5,10,valence,minimal_2trials,1,0,0,,1,0.0,False
2,2,2,R02_S2_V2,inner_video_only,R02_S2_V2_inner_video_train_V3,1;3,3,,1,16,5,8,5,10,valence,strong_2trials_2videos,1,0,0,,1,0.0,False
2,2,2,R02_S2_V2,inner_video_only,R02_S2_V2_inner_video_train_V3,1;3,3,,1,16,5,8,5,10,arousal,weak_1trial,4,2,0,,6,0.0,False
2,2,2,R02_S2_V2,inner_video_only,R02_S2_V2_inner_video_train_V3,1;3,3,,1,16,5,8,5,10,arousal,minimal_2trials,1,0,0,,1,0.0,False
2,2,2,R02_S2_V2,inner_video_only,R02_S2_V2_inner_video_train_V3,1;3,3,,1,16,5,8,5,10,arousal,strong_2trials_2videos,1,0,0,,1,0.0,False
2,2,2,R02_S2_V2,inner_joint,R02_S2_V2_inner_joint_train_S1_V1,1,1,3,3,8,6,6,6,11,valence,weak_1trial,4,3,2,P008;P016,5,0.4,False
2,2,2,R02_S2_V2,inner_joint,R02_S2_V2_inner_joint_train_S1_V1,1,1,3,3,8,6,6,6,11,valence,minimal_2trials,1,0,0,,1,0.0,False
2,2,2,R02_S2_V2,inner_joint,R02_S2_V2_inner_joint_train_S1_V1,1,1,3,3,8,6,6,6,11,valence,strong_2trials_2videos,1,0,0,,1,0.0,False
2,2,2,R02_S2_V2,inner_joint,R02_S2_V2_inner_joint_train_S1_V1,1,1,3,3,8,6,6,6,11,arousal,weak_1trial,3,4,2,P003;P016,5,0.4,False
2,2,2,R02_S2_V2,inner_joint,R02_S2_V2_inner_joint_train_S1_V1,1,1,3,3,8,6,6,6,11,arousal,minimal_2trials,1,1,0,,2,0.0,False
2,2,2,R02_S2_V2,inner_joint,R02_S2_V2_inner_joint_train_S1_V1,1,1,3,3,8,6,6,6,11,arousal,strong_2trials_2videos,1,1,0,,2,0.0,False
2,2,2,R02_S2_V2,inner_joint,R02_S2_V2_inner_joint_train_S1_V3,1,3,3,1,8,5,4,5,6,valence,weak_1trial,2,2,0,,4,0.0,False
2,2,2,R02_S2_V2,inner_joint,R02_S2_V2_inner_joint_train_S1_V3,1,3,3,1,8,5,4,5,6,valence,minimal_2trials,1,0,0,,1,0.0,False
2,2,2,R02_S2_V2,inner_joint,R02_S2_V2_inner_joint_train_S1_V3,1,3,3,1,8,5,4,5,6,valence,strong_2trials_2videos,1,0,0,,1,0.0,False
2,2,2,R02_S2_V2,inner_joint,R02_S2_V2_inner_joint_train_S1_V3,1,3,3,1,8,5,4,5,6,arousal,weak_1trial,3,0,0,,3,0.0,False
2,2,2,R02_S2_V2,inner_joint,R02_S2_V2_inner_joint_train_S1_V3,1,3,3,1,8,5,4,5,6,arousal,minimal_2trials,1,0,0,,1,0.0,False
2,2,2,R02_S2_V2,inner_joint,R02_S2_V2_inner_joint_train_S1_V3,1,3,3,1,8,5,4,5,6,arousal,strong_2trials_2videos,1,0,0,,1,0.0,False
2,2,2,R02_S2_V2,inner_joint,R02_S2_V2_inner_joint_train_S3_V1,3,1,1,3,8,6,7,6,18,valence,weak_1trial,6,4,3,P002;P009;P023,7,0.42857142857142855,True
2,2,2,R02_S2_V2,inner_joint,R02_S2_V2_inner_joint_train_S3_V1,3,1,1,3,8,6,7,6,18,valence,minimal_2trials,3,1,0,,4,0.0,False
2,2,2,R02_S2_V2,inner_joint,R02_S2_V2_inner_joint_train_S3_V1,3,1,1,3,8,6,7,6,18,valence,strong_2trials_2videos,3,1,0,,4,0.0,False
2,2,2,R02_S2_V2,inner_joint,R02_S2_V2_inner_joint_train_S3_V1,3,1,1,3,8,6,7,6,18,arousal,weak_1trial,3,4,0,,7,0.0,False
2,2,2,R02_S2_V2,inner_joint,R02_S2_V2_inner_joint_train_S3_V1,3,1,1,3,8,6,7,6,18,arousal,minimal_2trials,1,3,0,,4,0.0,False
2,2,2,R02_S2_V2,inner_joint,R02_S2_V2_inner_joint_train_S3_V1,3,1,1,3,8,6,7,6,18,arousal,strong_2trials_2videos,1,3,0,,4,0.0,False
2,2,2,R02_S2_V2,inner_joint,R02_S2_V2_inner_joint_train_S3_V3,3,3,1,1,8,5,4,2,4,valence,weak_1trial,1,3,0,,4,0.0,False
2,2,2,R02_S2_V2,inner_joint,R02_S2_V2_inner_joint_train_S3_V3,3,3,1,1,8,5,4,2,4,valence,minimal_2trials,0,0,0,,0,,False
2,2,2,R02_S2_V2,inner_joint,R02_S2_V2_inner_joint_train_S3_V3,3,3,1,1,8,5,4,2,4,valence,strong_2trials_2videos,0,0,0,,0,,False
2,2,2,R02_S2_V2,inner_joint,R02_S2_V2_inner_joint_train_S3_V3,3,3,1,1,8,5,4,2,4,arousal,weak_1trial,1,2,0,,3,0.0,False
2,2,2,R02_S2_V2,inner_joint,R02_S2_V2_inner_joint_train_S3_V3,3,3,1,1,8,5,4,2,4,arousal,minimal_2trials,0,0,0,,0,,False
2,2,2,R02_S2_V2,inner_joint,R02_S2_V2_inner_joint_train_S3_V3,3,3,1,1,8,5,4,2,4,arousal,strong_2trials_2videos,0,0,0,,0,,False
2,2,3,R02_S2_V3,outer_source,R02_S2_V3_outer_source,1;3,1;2,,,16,11,16,11,50,valence,weak_1trial,14,9,7,P001;P002;P008;P009;P016;P017;P023,16,0.4375,True
2,2,3,R02_S2_V3,outer_source,R02_S2_V3_outer_source,1;3,1;2,,,16,11,16,11,50,valence,minimal_2trials,10,1,0,,11,0.0,False
2,2,3,R02_S2_V3,outer_source,R02_S2_V3_outer_source,1;3,1;2,,,16,11,16,11,50,valence,strong_2trials_2videos,10,1,0,,11,0.0,False
2,2,3,R02_S2_V3,outer_source,R02_S2_V3_outer_source,1;3,1;2,,,16,11,16,11,50,arousal,weak_1trial,11,10,5,P003;P005;P009;P016;P028,16,0.3125,True
2,2,3,R02_S2_V3,outer_source,R02_S2_V3_outer_source,1;3,1;2,,,16,11,16,11,50,arousal,minimal_2trials,5,7,0,,12,0.0,False
2,2,3,R02_S2_V3,outer_source,R02_S2_V3_outer_source,1;3,1;2,,,16,11,16,11,50,arousal,strong_2trials_2videos,5,7,0,,12,0.0,False
2,2,3,R02_S2_V3,inner_subject_only,R02_S2_V3_inner_subject_train_S1,1,1;2,3,,8,11,8,11,24,valence,weak_1trial,7,5,4,P001;P008;P016;P017,8,0.5,True
2,2,3,R02_S2_V3,inner_subject_only,R02_S2_V3_inner_subject_train_S1,1,1;2,3,,8,11,8,11,24,valence,minimal_2trials,5,0,0,,5,0.0,False
2,2,3,R02_S2_V3,inner_subject_only,R02_S2_V3_inner_subject_train_S1,1,1;2,3,,8,11,8,11,24,valence,strong_2trials_2videos,5,0,0,,5,0.0,False
2,2,3,R02_S2_V3,inner_subject_only,R02_S2_V3_inner_subject_train_S1,1,1;2,3,,8,11,8,11,24,arousal,weak_1trial,7,5,4,P003;P005;P016;P028,8,0.5,True
2,2,3,R02_S2_V3,inner_subject_only,R02_S2_V3_inner_subject_train_S1,1,1;2,3,,8,11,8,11,24,arousal,minimal_2trials,3,2,0,,5,0.0,False
2,2,3,R02_S2_V3,inner_subject_only,R02_S2_V3_inner_subject_train_S1,1,1;2,3,,8,11,8,11,24,arousal,strong_2trials_2videos,3,2,0,,5,0.0,False
2,2,3,R02_S2_V3,inner_subject_only,R02_S2_V3_inner_subject_train_S3,3,1;2,1,,8,11,8,9,26,valence,weak_1trial,7,4,3,P002;P009;P023,8,0.375,True
2,2,3,R02_S2_V3,inner_subject_only,R02_S2_V3_inner_subject_train_S3,3,1;2,1,,8,11,8,9,26,valence,minimal_2trials,5,1,0,,6,0.0,False
2,2,3,R02_S2_V3,inner_subject_only,R02_S2_V3_inner_subject_train_S3,3,1;2,1,,8,11,8,9,26,valence,strong_2trials_2videos,5,1,0,,6,0.0,False
2,2,3,R02_S2_V3,inner_subject_only,R02_S2_V3_inner_subject_train_S3,3,1;2,1,,8,11,8,9,26,arousal,weak_1trial,4,5,1,P009,8,0.125,False
2,2,3,R02_S2_V3,inner_subject_only,R02_S2_V3_inner_subject_train_S3,3,1;2,1,,8,11,8,9,26,arousal,minimal_2trials,2,5,0,,7,0.0,False
2,2,3,R02_S2_V3,inner_subject_only,R02_S2_V3_inner_subject_train_S3,3,1;2,1,,8,11,8,9,26,arousal,strong_2trials_2videos,2,5,0,,7,0.0,False
2,2,3,R02_S2_V3,inner_video_only,R02_S2_V3_inner_video_train_V1,1;3,1,,2,16,6,13,6,29,valence,weak_1trial,10,7,5,P002;P008;P009;P016;P023,12,0.4166666666666667,True
2,2,3,R02_S2_V3,inner_video_only,R02_S2_V3_inner_video_train_V1,1;3,1,,2,16,6,13,6,29,valence,minimal_2trials,4,1,0,,5,0.0,False
2,2,3,R02_S2_V3,inner_video_only,R02_S2_V3_inner_video_train_V1,1;3,1,,2,16,6,13,6,29,valence,strong_2trials_2videos,4,1,0,,5,0.0,False
2,2,3,R02_S2_V3,inner_video_only,R02_S2_V3_inner_video_train_V1,1;3,1,,2,16,6,13,6,29,arousal,weak_1trial,6,8,2,P003;P016,12,0.16666666666666666,False
2,2,3,R02_S2_V3,inner_video_only,R02_S2_V3_inner_video_train_V1,1;3,1,,2,16,6,13,6,29,arousal,minimal_2trials,2,4,0,,6,0.0,False
2,2,3,R02_S2_V3,inner_video_only,R02_S2_V3_inner_video_train_V1,1;3,1,,2,16,6,13,6,29,arousal,strong_2trials_2videos,2,4,0,,6,0.0,False
2,2,3,R02_S2_V3,inner_video_only,R02_S2_V3_inner_video_train_V2,1;3,2,,1,16,5,12,5,21,valence,weak_1trial,10,2,1,P001,11,0.09090909090909091,False
2,2,3,R02_S2_V3,inner_video_only,R02_S2_V3_inner_video_train_V2,1;3,2,,1,16,5,12,5,21,valence,minimal_2trials,3,0,0,,3,0.0,False
2,2,3,R02_S2_V3,inner_video_only,R02_S2_V3_inner_video_train_V2,1;3,2,,1,16,5,12,5,21,valence,strong_2trials_2videos,3,0,0,,3,0.0,False
2,2,3,R02_S2_V3,inner_video_only,R02_S2_V3_inner_video_train_V2,1;3,2,,1,16,5,12,5,21,arousal,weak_1trial,7,5,1,P005,11,0.09090909090909091,False
2,2,3,R02_S2_V3,inner_video_only,R02_S2_V3_inner_video_train_V2,1;3,2,,1,16,5,12,5,21,arousal,minimal_2trials,3,1,0,,4,0.0,False
2,2,3,R02_S2_V3,inner_video_only,R02_S2_V3_inner_video_train_V2,1;3,2,,1,16,5,12,5,21,arousal,strong_2trials_2videos,3,1,0,,4,0.0,False
2,2,3,R02_S2_V3,inner_joint,R02_S2_V3_inner_joint_train_S1_V1,1,1,3,2,8,6,6,6,11,valence,weak_1trial,4,3,2,P008;P016,5,0.4,False
2,2,3,R02_S2_V3,inner_joint,R02_S2_V3_inner_joint_train_S1_V1,1,1,3,2,8,6,6,6,11,valence,minimal_2trials,1,0,0,,1,0.0,False
2,2,3,R02_S2_V3,inner_joint,R02_S2_V3_inner_joint_train_S1_V1,1,1,3,2,8,6,6,6,11,valence,strong_2trials_2videos,1,0,0,,1,0.0,False
2,2,3,R02_S2_V3,inner_joint,R02_S2_V3_inner_joint_train_S1_V1,1,1,3,2,8,6,6,6,11,arousal,weak_1trial,3,4,2,P003;P016,5,0.4,False
2,2,3,R02_S2_V3,inner_joint,R02_S2_V3_inner_joint_train_S1_V1,1,1,3,2,8,6,6,6,11,arousal,minimal_2trials,1,1,0,,2,0.0,False
2,2,3,R02_S2_V3,inner_joint,R02_S2_V3_inner_joint_train_S1_V1,1,1,3,2,8,6,6,6,11,arousal,strong_2trials_2videos,1,1,0,,2,0.0,False
2,2,3,R02_S2_V3,inner_joint,R02_S2_V3_inner_joint_train_S1_V2,1,2,3,1,8,5,6,5,13,valence,weak_1trial,5,2,1,P001,6,0.16666666666666666,False
2,2,3,R02_S2_V3,inner_joint,R02_S2_V3_inner_joint_train_S1_V2,1,2,3,1,8,5,6,5,13,valence,minimal_2trials,2,0,0,,2,0.0,False
2,2,3,R02_S2_V3,inner_joint,R02_S2_V3_inner_joint_train_S1_V2,1,2,3,1,8,5,6,5,13,valence,strong_2trials_2videos,2,0,0,,2,0.0,False
2,2,3,R02_S2_V3,inner_joint,R02_S2_V3_inner_joint_train_S1_V2,1,2,3,1,8,5,6,5,13,arousal,weak_1trial,5,2,1,P005,6,0.16666666666666666,False
2,2,3,R02_S2_V3,inner_joint,R02_S2_V3_inner_joint_train_S1_V2,1,2,3,1,8,5,6,5,13,arousal,minimal_2trials,3,0,0,,3,0.0,False
2,2,3,R02_S2_V3,inner_joint,R02_S2_V3_inner_joint_train_S1_V2,1,2,3,1,8,5,6,5,13,arousal,strong_2trials_2videos,3,0,0,,3,0.0,False
2,2,3,R02_S2_V3,inner_joint,R02_S2_V3_inner_joint_train_S3_V1,3,1,1,2,8,6,7,6,18,valence,weak_1trial,6,4,3,P002;P009;P023,7,0.42857142857142855,True
2,2,3,R02_S2_V3,inner_joint,R02_S2_V3_inner_joint_train_S3_V1,3,1,1,2,8,6,7,6,18,valence,minimal_2trials,3,1,0,,4,0.0,False
2,2,3,R02_S2_V3,inner_joint,R02_S2_V3_inner_joint_train_S3_V1,3,1,1,2,8,6,7,6,18,valence,strong_2trials_2videos,3,1,0,,4,0.0,False
2,2,3,R02_S2_V3,inner_joint,R02_S2_V3_inner_joint_train_S3_V1,3,1,1,2,8,6,7,6,18,arousal,weak_1trial,3,4,0,,7,0.0,False
2,2,3,R02_S2_V3,inner_joint,R02_S2_V3_inner_joint_train_S3_V1,3,1,1,2,8,6,7,6,18,arousal,minimal_2trials,1,3,0,,4,0.0,False
2,2,3,R02_S2_V3,inner_joint,R02_S2_V3_inner_joint_train_S3_V1,3,1,1,2,8,6,7,6,18,arousal,strong_2trials_2videos,1,3,0,,4,0.0,False
2,2,3,R02_S2_V3,inner_joint,R02_S2_V3_inner_joint_train_S3_V2,3,2,1,1,8,5,6,3,8,valence,weak_1trial,5,0,0,,5,0.0,False
2,2,3,R02_S2_V3,inner_joint,R02_S2_V3_inner_joint_train_S3_V2,3,2,1,1,8,5,6,3,8,valence,minimal_2trials,1,0,0,,1,0.0,False
2,2,3,R02_S2_V3,inner_joint,R02_S2_V3_inner_joint_train_S3_V2,3,2,1,1,8,5,6,3,8,valence,strong_2trials_2videos,1,0,0,,1,0.0,False
2,2,3,R02_S2_V3,inner_joint,R02_S2_V3_inner_joint_train_S3_V2,3,2,1,1,8,5,6,3,8,arousal,weak_1trial,2,3,0,,5,0.0,False
2,2,3,R02_S2_V3,inner_joint,R02_S2_V3_inner_joint_train_S3_V2,3,2,1,1,8,5,6,3,8,arousal,minimal_2trials,0,1,0,,1,0.0,False
2,2,3,R02_S2_V3,inner_joint,R02_S2_V3_inner_joint_train_S3_V2,3,2,1,1,8,5,6,3,8,arousal,strong_2trials_2videos,0,1,0,,1,0.0,False
2,3,1,R02_S3_V1,outer_source,R02_S3_V1_outer_source,1;2,2;3,,,16,10,15,10,34,valence,weak_1trial,12,5,3,P001;P010;P011,14,0.21428571428571427,True
2,3,1,R02_S3_V1,outer_source,R02_S3_V1_outer_source,1;2,2;3,,,16,10,15,10,34,valence,minimal_2trials,6,1,1,P001,6,0.16666666666666666,False
2,3,1,R02_S3_V1,outer_source,R02_S3_V1_outer_source,1;2,2;3,,,16,10,15,10,34,valence,strong_2trials_2videos,6,1,1,P001,6,0.16666666666666666,False
2,3,1,R02_S3_V1,outer_source,R02_S3_V1_outer_source,1;2,2;3,,,16,10,15,10,34,arousal,weak_1trial,11,6,2,P005;P025,15,0.13333333333333333,False
2,3,1,R02_S3_V1,outer_source,R02_S3_V1_outer_source,1;2,2;3,,,16,10,15,10,34,arousal,minimal_2trials,3,1,0,,4,0.0,False
2,3,1,R02_S3_V1,outer_source,R02_S3_V1_outer_source,1;2,2;3,,,16,10,15,10,34,arousal,strong_2trials_2videos,3,1,0,,4,0.0,False
2,3,1,R02_S3_V1,inner_subject_only,R02_S3_V1_inner_subject_train_S1,1,2;3,2,,8,10,7,10,19,valence,weak_1trial,5,3,1,P001,7,0.14285714285714285,False
2,3,1,R02_S3_V1,inner_subject_only,R02_S3_V1_inner_subject_train_S1,1,2;3,2,,8,10,7,10,19,valence,minimal_2trials,3,1,1,P001,3,0.3333333333333333,False
2,3,1,R02_S3_V1,inner_subject_only,R02_S3_V1_inner_subject_train_S1,1,2;3,2,,8,10,7,10,19,valence,strong_2trials_2videos,3,1,1,P001,3,0.3333333333333333,False
2,3,1,R02_S3_V1,inner_subject_only,R02_S3_V1_inner_subject_train_S1,1,2;3,2,,8,10,7,10,19,arousal,weak_1trial,6,2,1,P005,7,0.14285714285714285,False
